1	1
7	0
13	6
19	0
25	4
31	0
37	2
43	0
49	6
55	5
61	6
67	3
73	2
79	4
85	2
91	0
97	0
103	2
109	4
115	3
121	0
127	0
133	0
139	5
145	5
151	4
157	4
163	5
169	0
175	0
181	4
187	0
193	0
199	4
205	0
211	3
217	0
223	1
229	0
235	0
241	0
247	2
253	0
259	6
265	5
271	0
277	2
283	0
289	6
295	2
301	0
307	1
313	6
319	4
325	3
331	0
337	0
343	5
349	0
355	0
361	5
367	2
373	1
379	1
385	2
391	0
397	0
403	5
409	0
415	5
421	4
427	0
433	1
439	0
445	6
451	2
457	6
463	2
469	0
475	5
481	4
487	0
493	5
499	3
505	0
511	3
517	4
523	5
529	0
535	4
541	6
547	0
553	0
559	2
565	2
571	4
577	3
583	6
589	0
595	0
601	2
607	0
613	0
619	3
625	0
631	0
637	3
643	6
649	6
655	0
661	3
667	0
673	0
679	6
685	0
691	2
697	3
703	0
709	0
715	3
721	5
727	5
733	2
739	2
745	0
751	0
757	5
763	0
769	5
775	2
781	5
787	3
793	5
799	6
805	0
811	5
817	6
823	0
829	0
835	6
841	3
847	4
853	4
859	4
865	4
871	3
877	1
883	6
889	3
895	3
901	6
907	0
913	3
919	0
925	0
931	4
937	6
943	5
949	0
955	4
961	5
967	4
973	3
979	0
985	3
991	6
997	1
1003	4
1009	5
1015	3
1021	0
1027	4
1033	6
1039	6
1045	2
1051	0
1057	0
1063	5
1069	5
1075	0
1081	1
1087	3
1093	0
1099	5
1105	4
1111	6
1117	5
1123	6
1129	0
1135	4
1141	3
1147	3
1153	5
1159	5
1165	1
1171	0
1177	1
1183	2
1189	4
1195	0
1201	3
1207	5
1213	2
1219	5
1225	5
1231	5
1237	4
1243	0
1249	5
1255	3
1261	5
1267	4
1273	4
1279	5
1285	0
1291	3
1297	1
1303	5
1309	4
1315	0
1321	0
1327	1
1333	5
1339	4
1345	6
1351	5
1357	3
1363	4
1369	5
1375	3
1381	3
1387	0
1393	3
1399	0
1405	0
1411	0
1417	0
1423	0
1429	1
1435	0
1441	5
1447	2
1453	6
1459	2
1465	6
1471	0
1477	0
1483	6
1489	1
1495	5
1501	0
1507	3
1513	6
1519	1
1525	3
1531	6
1537	6
1543	3
1549	3
1555	3
1561	4
1567	4
1573	2
1579	0
1585	2
1591	0
1597	6
1603	5
1609	1
1615	0
1621	6
1627	1
1633	0
1639	0
1645	0
1651	1
1657	0
1663	5
1669	4
1675	5
1681	3
1687	2
1693	2
1699	6
1705	4
1711	2
1717	5
1723	3
1729	5
1735	6
1741	2
1747	3
1753	0
1759	3
1765	3
1771	5
1777	3
1783	3
1789	0
1795	0
1801	0
1807	5
1813	0
1819	1
1825	0
1831	5
1837	1
1843	6
1849	1
1855	6
1861	4
1867	0
1873	0
1879	0
1885	0
1891	0
1897	4
1903	0
1909	3
1915	0
1921	5
1927	0
1933	3
1939	0
1945	3
1951	6
1957	2
1963	1
1969	2
1975	2
1981	0
1987	6
1993	3
1999	5
2005	4
2011	4
2017	3
2023	0
2029	0
2035	6
2041	0
2047	5
2053	4
2059	4
2065	5
2071	6
2077	5
2083	0
2089	5
2095	0
2101	5
2107	0
2113	4
2119	0
2125	0
2131	6
2137	6
2143	0
2149	1
2155	0
2161	3
2167	3
2173	5
2179	2
2185	0
2191	0
2197	4
2203	0
2209	2
2215	6
2221	3
2227	0
2233	0
2239	0
2245	6
2251	5
2257	5
2263	0
2269	5
2275	0
2281	0
2287	3
2293	3
2299	6
2305	2
2311	3
2317	5
2323	3
2329	4
2335	0
2341	3
2347	5
2353	5
2359	6
2365	1
2371	6
2377	3
2383	0
2389	3
2395	6
2401	3
2407	5
2413	0
2419	3
2425	3
2431	1
2437	2
2443	3
2449	1
2455	4
2461	3
2467	4
2473	6
2479	5
2485	2
2491	0
2497	0
2503	0
2509	4
2515	5
2521	5
2527	1
2533	0
2539	1
2545	0
2551	2
2557	0
2563	5
2569	0
2575	3
2581	6
2587	1
2593	6
2599	0
2605	6
2611	0
2617	1
2623	4
2629	2
2635	6
2641	5
2647	2
2653	4
2659	5
2665	6
2671	0
2677	3
2683	0
2689	4
2695	4
2701	0
2707	0
