4	3
10	0
16	2
22	5
28	0
34	2
40	4
46	0
52	4
58	0
64	6
70	4
76	3
82	2
88	4
94	3
100	5
106	1
112	0
118	2
124	0
130	4
136	1
142	0
148	2
154	0
160	0
166	6
172	6
178	1
184	1
190	0
196	1
202	0
208	4
214	0
220	2
226	0
232	0
238	0
244	0
250	3
256	6
262	6
268	0
274	2
280	3
286	1
292	3
298	2
304	0
310	0
316	1
322	4
328	0
334	4
340	0
346	0
352	3
358	3
364	0
370	2
376	3
382	4
388	0
394	0
400	4
406	0
412	2
418	4
424	4
430	4
436	4
442	3
448	5
454	6
460	2
466	2
472	2
478	6
484	3
490	2
496	0
502	2
508	4
514	4
520	0
526	0
532	3
538	5
544	0
550	4
556	4
562	2
568	2
574	4
580	6
586	0
592	0
598	1
604	0
610	0
616	0
622	0
628	0
634	6
640	4
646	3
652	1
658	5
664	0
670	6
676	0
682	2
688	2
694	0
700	4
706	4
712	5
718	0
724	0
730	0
736	0
742	3
748	3
754	0
760	6
766	0
772	3
778	4
784	0
790	4
796	0
802	3
808	0
814	0
820	0
826	0
832	0
838	3
844	5
850	3
856	5
862	6
868	2
874	0
880	5
886	0
892	3
898	3
904	3
910	5
916	0
922	6
928	6
934	5
940	5
946	0
952	3
958	5
964	5
970	5
976	3
982	5
988	2
994	6
1000	4
1006	4
1012	2
1018	5
1024	4
1030	5
1036	5
1042	0
1048	6
1054	5
1060	5
1066	0
1072	0
1078	3
1084	6
1090	0
1096	5
1102	1
1108	3
1114	5
1120	0
1126	6
1132	4
1138	6
1144	0
1150	0
1156	3
1162	3
1168	3
1174	4
1180	1
1186	3
1192	2
1198	4
1204	5
1210	6
1216	5
1222	0
1228	2
1234	1
1240	3
1246	0
1252	0
1258	0
1264	5
1270	4
1276	3
1282	0
1288	3
1294	3
1300	0
1306	4
1312	1
1318	0
1324	3
1330	5
1336	3
1342	0
1348	6
1354	6
1360	4
1366	0
1372	3
1378	2
1384	0
1390	4
1396	5
1402	0
1408	5
1414	3
1420	6
1426	6
1432	5
1438	2
1444	4
1450	0
1456	4
1462	0
1468	4
1474	5
1480	0
1486	1
1492	4
1498	6
1504	3
1510	4
1516	5
1522	4
1528	1
1534	6
1540	2
1546	2
1552	6
1558	5
1564	0
1570	6
1576	4
1582	3
1588	5
1594	5
1600	0
1606	0
1612	0
1618	4
1624	3
1630	0
1636	6
1642	6
1648	6
1654	3
1660	3
1666	3
1672	0
1678	4
1684	1
1690	5
1696	5
1702	4
1708	4
1714	3
1720	1
1726	1
1732	0
1738	5
1744	0
1750	1
1756	5
1762	4
1768	2
1774	0
1780	2
1786	4
1792	4
1798	0
1804	6
1810	0
1816	2
1822	0
1828	2
1834	5
1840	5
1846	0
1852	3
1858	4
1864	6
1870	3
1876	3
1882	6
1888	4
1894	3
1900	3
1906	3
1912	0
1918	4
1924	4
1930	5
1936	5
1942	3
1948	0
1954	2
1960	0
1966	0
1972	3
1978	3
1984	5
1990	0
1996	0
2002	3
2008	3
2014	2
2020	0
2026	0
2032	1
2038	6
2044	0
2050	0
2056	0
2062	6
2068	0
2074	6
2080	4
2086	5
2092	4
2098	4
2104	5
2110	4
2116	5
2122	6
2128	6
2134	4
2140	3
2146	4
2152	5
2158	1
2164	3
2170	5
2176	0
2182	4
2188	1
2194	1
2200	5
2206	5
2212	0
2218	0
2224	0
2230	0
2236	0
2242	3
2248	5
2254	5
2260	0
2266	3
2272	0
2278	0
2284	0
2290	1
2296	5
2302	5
2308	6
2314	0
2320	4
2326	4
2332	5
2338	6
2344	0
2350	4
2356	4
2362	3
2368	2
2374	0
2380	3
2386	0
2392	5
2398	6
2404	3
2410	0
2416	3
2422	0
2428	3
2434	3
2440	0
2446	5
2452	0
2458	3
2464	3
2470	5
2476	4
2482	6
2488	3
2494	2
2500	0
2506	3
2512	5
2518	5
2524	3
2530	0
2536	2
2542	0
2548	4
2554	5
2560	4
2566	3
2572	0
2578	3
2584	0
2590	3
2596	3
2602	1
2608	0
2614	6
2620	3
2626	6
2632	0
2638	5
2644	4
2650	1
2656	6
2662	0
2668	1
2674	0
2680	0
2686	0
2692	6
2698	3
2704	5
