1	1
5	3
9	4
13	6
17	0
21	2
25	4
29	1
33	0
37	2
41	3
45	2
49	6
53	5
57	2
61	6
65	5
69	6
73	2
77	0
81	3
85	2
89	4
93	3
97	0
101	0
105	3
109	4
113	0
117	3
121	0
125	0
129	5
133	0
137	3
141	5
145	5
149	6
153	0
157	4
161	3
165	1
169	0
173	2
177	4
181	4
185	3
189	5
193	0
197	2
201	0
205	0
209	5
213	2
217	0
221	6
225	6
229	0
233	0
237	5
241	0
245	6
249	1
253	0
257	0
261	0
265	5
269	0
273	5
277	2
281	2
285	6
289	6
293	0
297	0
301	0
305	2
309	5
313	6
317	4
321	2
325	3
329	5
333	2
337	0
341	0
345	3
349	0
353	0
357	5
361	5
365	0
369	0
373	1
377	0
381	4
385	2
389	3
393	0
397	0
401	3
405	0
409	0
413	0
417	1
421	4
425	2
429	3
433	1
437	0
441	6
445	6
449	6
453	4
457	6
461	0
465	2
469	0
473	2
477	2
481	4
485	3
489	0
493	5
497	4
501	0
505	0
509	1
513	3
517	4
521	1
525	4
529	0
533	3
537	5
541	6
545	0
549	4
553	0
557	3
561	0
565	2
569	4
573	3
577	3
581	6
585	1
589	0
593	6
597	1
601	2
605	0
609	0
613	0
617	0
621	2
625	0
629	6
633	2
637	3
641	3
645	3
649	6
653	2
657	2
661	3
665	0
669	1
673	0
677	0
681	5
685	0
689	5
693	0
697	3
701	0
705	0
709	0
713	3
717	5
721	5
725	3
729	3
733	2
737	0
741	0
745	0
749	2
753	0
757	5
761	4
765	5
769	5
773	2
777	3
781	5
785	6
789	5
793	5
797	0
801	6
805	0
809	0
813	5
817	6
821	0
825	6
829	0
833	5
837	1
841	3
845	0
849	1
853	4
857	6
861	4
865	4
869	3
873	0
877	1
881	0
885	4
889	3
893	1
897	3
901	6
905	3
909	3
913	3
917	3
921	0
925	0
929	3
933	2
937	6
941	5
945	3
949	0
953	5
957	4
961	5
965	5
969	3
973	3
977	4
981	6
985	3
989	0
993	3
997	1
1001	6
1005	0
1009	5
1013	3
1017	0
1021	0
1025	4
1029	3
1033	6
1037	0
1041	0
1045	2
1049	1
1053	4
1057	0
1061	1
1065	5
1069	5
1073	1
1077	5
1081	1
1085	1
1089	6
1093	0
1097	3
1101	6
1105	4
1109	4
1113	5
1117	5
1121	6
1125	6
1129	0
1133	3
1137	2
1141	3
1145	0
1149	0
1153	5
1157	0
1161	4
1165	1
1169	0
1173	4
1177	1
1181	4
1185	4
1189	4
1193	2
1197	4
1201	3
1205	5
1209	6
1213	2
1217	2
1221	5
1225	5
1229	0
1233	6
1237	4
1241	3
1245	0
1249	5
1253	2
1257	5
1261	5
1265	0
1269	4
1273	4
1277	5
1281	0
1285	0
1289	0
1293	0
1297	1
1301	1
1305	5
1309	4
1313	0
1317	6
1321	0
1325	5
1329	4
1333	5
1337	4
1341	0
1345	6
1349	2
1353	5
1357	3
1361	4
1365	0
1369	5
1373	0
1377	6
1381	3
1385	6
1389	0
1393	3
1397	3
1401	6
1405	0
1409	5
1413	6
1417	0
1421	0
1425	3
1429	1
1433	4
1437	3
1441	5
1445	1
1449	4
1453	6
1457	0
1461	0
1465	6
1469	4
1473	5
1477	0
1481	5
1485	0
1489	1
1493	0
1497	6
1501	0
1505	4
1509	0
1513	6
1517	0
1521	4
1525	3
1529	2
1533	5
1537	6
1541	5
1545	3
1549	3
1553	6
1557	2
1561	4
1565	5
1569	1
1573	2
1577	5
1581	2
1585	2
1589	2
1593	3
1597	6
1601	0
1605	4
1609	1
1613	3
1617	6
1621	6
1625	2
1629	0
1633	0
1637	0
