5	3
11	5
17	0
23	3
29	1
35	2
41	3
47	6
53	5
59	0
65	5
71	3
77	0
83	0
89	4
95	3
101	0
107	3
113	0
119	1
125	0
131	3
137	3
143	0
149	6
155	3
161	3
167	2
173	2
179	0
185	3
191	5
197	2
203	0
209	5
215	6
221	6
227	4
233	0
239	2
245	6
251	4
257	0
263	0
269	0
275	3
281	2
287	4
293	0
299	4
305	2
311	0
317	4
323	4
329	5
335	1
341	0
347	3
353	0
359	0
365	0
371	3
377	0
383	0
389	3
395	5
401	3
407	0
413	0
419	3
425	2
431	4
437	0
443	0
449	6
455	2
461	0
467	3
473	2
479	6
485	3
491	3
497	4
503	0
509	1
515	3
521	1
527	0
533	3
539	6
545	0
551	2
557	3
563	2
569	4
575	2
581	6
587	0
593	6
599	0
605	0
611	0
617	0
623	3
629	6
635	4
641	3
647	3
653	2
659	0
665	0
671	2
677	0
683	6
689	5
695	4
701	0
707	1
713	3
719	0
725	3
731	0
737	0
743	5
749	2
755	5
761	4
767	4
773	2
779	0
785	6
791	4
797	0
803	5
809	0
815	5
821	0
827	3
833	5
839	0
845	0
851	3
857	6
863	0
869	3
875	2
881	0
887	4
893	1
899	0
905	3
911	4
917	3
923	6
929	3
935	5
941	5
947	6
953	5
959	5
965	5
971	3
977	4
983	6
989	0
995	5
1001	6
1007	1
1013	3
1019	4
1025	4
1031	0
1037	0
1043	0
1049	1
1055	0
1061	1
1067	0
1073	1
1079	0
1085	1
1091	0
1097	3
1103	0
1109	4
1115	0
1121	6
1127	5
1133	3
1139	5
1145	0
1151	1
1157	0
1163	6
1169	0
1175	5
1181	4
1187	4
1193	2
1199	4
1205	5
1211	0
1217	2
1223	4
1229	0
1235	4
1241	3
1247	0
1253	2
1259	1
1265	0
1271	1
1277	5
1283	0
1289	0
1295	0
1301	1
1307	0
1313	0
1319	5
1325	5
1331	5
1337	4
1343	4
1349	2
1355	6
1361	4
1367	6
1373	0
1379	5
1385	6
1391	5
1397	3
1403	3
1409	5
1415	3
1421	0
1427	3
1433	4
1439	5
1445	1
1451	0
1457	0
1463	3
1469	4
1475	6
1481	5
1487	0
1493	0
1499	0
1505	4
1511	0
1517	0
1523	5
1529	2
1535	6
1541	5
1547	0
1553	6
1559	0
1565	5
1571	5
1577	5
1583	0
1589	2
1595	4
1601	0
1607	4
1613	3
1619	3
1625	2
1631	5
1637	0
1643	2
1649	2
1655	0
1661	4
1667	0
1673	5
1679	1
1685	5
1691	5
1697	0
1703	2
1709	0
1715	5
1721	1
1727	4
1733	3
1739	4
1745	5
1751	0
1757	3
1763	0
1769	5
1775	5
1781	1
1787	0
1793	0
1799	5
1805	6
1811	0
1817	0
1823	4
1829	3
1835	4
1841	2
1847	0
1853	4
1859	2
1865	0
1871	0
1877	6
1883	5
1889	0
1895	0
1901	3
1907	3
1913	3
1919	1
1925	5
1931	5
1937	3
1943	5
1949	0
1955	1
1961	1
1967	4
1973	5
1979	2
1985	5
1991	3
1997	0
2003	5
2009	1
2015	4
2021	0
2027	2
2033	0
2039	5
2045	1
2051	2
2057	6
2063	3
2069	3
2075	6
2081	3
2087	5
2093	0
2099	4
2105	0
2111	5
2117	0
2123	6
2129	0
2135	0
2141	4
2147	0
2153	3
2159	3
2165	5
2171	1
2177	5
2183	2
2189	1
2195	1
2201	0
2207	2
2213	1
2219	3
2225	4
2231	6
2237	5
2243	0
2249	5
2255	5
2261	5
2267	5
2273	4
2279	0
2285	3
2291	1
2297	4
2303	6
2309	2
2315	4
2321	0
2327	4
2333	4
2339	1
2345	4
2351	0
2357	0
2363	5
2369	6
2375	3
2381	0
2387	0
2393	0
2399	6
2405	0
2411	2
2417	3
2423	4
2429	5
2435	0
2441	1
2447	6
2453	2
2459	0
2465	6
2471	6
2477	0
2483	4
2489	6
2495	4
2501	0
2507	0
2513	0
2519	5
2525	3
2531	3
2537	0
2543	3
2549	0
2555	4
2561	3
2567	0
2573	3
2579	0
2585	6
2591	1
2597	6
2603	0
2609	1
2615	0
2621	0
2627	4
2633	4
2639	0
2645	6
2651	4
2657	4
2663	1
2669	3
2675	4
2681	0
2687	2
2693	3
2699	3
2705	5
